user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,account_age_days,total_watch_time,avg_completion_percentage,total_searches,avg_search_results,recommendation_ctr,avg_recommendation_score,avg_rating,avg_sentiment_score
user_00851,bartlettchristine@example.org,Francis,Martin,21.0,Male,USA,Ohio,Ritterstad,Premium,2023-08-09,True,13.53,Tablet,3.0,2024-12-18 14:38:03.325176,906,357.3,69.06666666666666,5.0,53.8,0.2,0.5403017912106703,4.0,0.3335
user_00852,aguirrekimberly@example.com,Gary,Ayala,51.0,Male,USA,Washington,Port Diane,Standard,2024-04-03,True,13.53,Mobile,2.0,2023-10-01 09:59:14.732553,668,558.9,33.824999999999996,1.0,76.0,0.2,0.6997017912106702,5.0,0.995
user_00853,racheljohnson@example.org,Ashley,Huerta,35.0,Male,USA,Missouri,Roberttown,Standard,2025-03-03,True,20.16,Mobile,1.0,2022-12-27 23:37:18.426158,334,193.29999999999998,57.36,1.0,12.0,0.0,0.5426666666666666,5.0,0.6970000000000001
user_00854,watkinsthomas@example.net,David,Hartman,41.0,Male,Canada,British Columbia,West Amanda,Basic,2023-06-19,True,5.29,Mobile,1.0,2022-10-02 05:45:18.725373,957,858.4,38.69090909090909,5.0,76.6,0.25,0.58325,0.0,0.0
user_00855,heathercabrera@example.org,Matthew,Zavala,22.0,Male,USA,Michigan,South Kyleport,Premium+,2022-08-26,False,16.57,Smart TV,2.0,2023-07-28 04:43:37.513625,1254,727.8,42.86,2.0,47.5,0.0,0.7261017912106703,3.0,0.4243333333333333
user_00856,sarahmorrison@example.org,Daniel,Tate,35.0,Female,USA,New York,East Barbarashire,Standard,2023-04-12,True,27.36,Mobile,1.0,2023-07-10 08:59:36.252382,1025,239.8,55.13333333333333,5.0,64.8,0.0,0.508,2.6,0.45380000000000004
user_00857,rebecca41@example.com,Larry,Davis,28.0,Unknown,USA,Indiana,Joyceberg,Standard,2022-11-13,True,11.66,Gaming Console,2.0,2022-11-28 02:59:47.891200,1175,136.0,43.949999999999996,0.0,0.0,0.0,0.20500000000000002,3.0,0.22
user_00858,harrisonmichael@example.net,Joseph,Miller,55.0,Female,USA,Virginia,Lake Samantha,Basic,2024-06-23,True,13.53,Laptop,4.0,2023-12-31 09:42:55.691245,587,696.9,51.34615384615385,6.0,51.833333333333336,0.16666666666666666,0.3115,2.0,0.196
user_00859,joannshort@example.net,Veronica,Maldonado,58.0,Female,Canada,British Columbia,South Amy,Standard,2023-11-15,True,13.53,Laptop,2.0,2023-03-01 23:10:37.722923,808,805.7,42.574999999999996,4.0,48.75,0.0,0.6019181593422253,0.0,0.0
user_00860,derek96@example.net,Joseph,Mann,19.0,Male,Canada,British Columbia,Smithville,Standard,2024-05-10,True,9.16,Laptop,2.0,2024-08-29 13:00:04.095640,631,479.6,42.28,4.0,59.75,0.25,0.51025,4.25,0.5702499999999999
user_00861,coffeyjohn@example.net,Jerry,Mcgee,55.0,Male,Canada,Quebec,Andersonborough,Standard,2025-06-18,True,36.51,Smart TV,2.0,2024-07-17 07:39:11.785227,227,793.7,48.07692307692308,2.0,80.5,0.0,0.6865,5.0,0.617
user_00862,gutierrezmatthew@example.com,Dylan,Melton,35.0,Female,USA,Florida,Grayhaven,Basic,2023-11-30,True,17.57,Gaming Console,5.0,2025-02-27 22:20:53.895446,793,1137.6,57.1,1.0,44.0,0.0,0.6479181593422253,0.0,0.0
user_00863,paullopez@example.net,Tracy,Kim,29.0,Female,USA,Tennessee,South Steventon,Standard,2024-10-30,True,17.01,Desktop,4.0,2023-03-14 10:07:36.728269,458,529.2,53.55,0.0,0.0,0.16666666666666666,0.6094181593422252,4.0,0.616
user_00864,donald42@example.com,Thomas,Willis,35.0,Female,USA,Arizona,Dawnmouth,Standard,2024-08-25,True,14.21,Gaming Console,2.0,2025-02-07 21:25:00.198511,524,717.2,51.67142857142857,5.0,52.4,0.0,0.5253772390133379,3.3333333333333335,0.6223333333333333
user_00865,ethan37@example.org,Kimberly,Cruz,46.0,Male,Canada,Newfoundland and Labrador,West Jenniferhaven,Premium,2024-08-27,True,6.97,Desktop,3.0,2025-03-04 14:00:40.209668,522,509.0,52.88181818181818,2.0,43.0,0.2,0.5816,4.0,0.221
user_00866,ksmith@example.org,Rachel,Pacheco,30.0,Female,USA,Michigan,Maddentown,Premium,2025-06-17,True,15.86,Laptop,2.0,2024-11-22 02:58:16.615440,228,407.40000000000003,47.855555555555554,3.0,25.666666666666668,0.2,0.5580035824213405,5.0,0.8136666666666666
user_00867,aaron32@example.org,Jennifer,King,22.0,Female,USA,Wisconsin,Lake Richard,Premium,2022-11-15,True,13.54,Mobile,3.0,2024-06-17 11:28:44.917444,1173,246.9,61.32000000000001,3.0,56.0,0.2,0.5761999999999999,3.3333333333333335,0.555
user_00868,brandon55@example.com,Amanda,Perez,52.0,Male,Canada,Alberta,North Annetteberg,Basic,2023-10-26,True,9.13,Tablet,1.0,2023-03-15 15:33:57.421404,828,950.7,51.38461538461539,5.0,33.0,0.14285714285714285,0.624,3.5,0.569
user_00869,garciaveronica@example.net,Jennifer,Rojas,43.0,Male,USA,California,Collinview,Premium,2025-05-04,True,38.59,Gaming Console,2.0,2022-12-12 20:39:45.565370,272,73.5,24.4,1.0,80.0,0.0,0.5616666666666666,5.0,0.0
user_00870,forozco@example.com,Cheryl,Trujillo,31.0,Female,Canada,Nova Scotia,South Hannahside,Standard,2024-07-22,True,21.98,Tablet,2.0,2025-05-13 22:58:30.921346,558,970.3000000000001,48.16470588235294,1.0,2.0,0.25,0.42637723901333785,5.0,0.4155
user_00871,lauraclay@example.org,William,Buckley,67.0,Other,Canada,Quebec,South Heatherstad,Basic,2024-04-02,True,14.36,Gaming Console,1.0,2022-09-01 13:04:22.244185,669,513.5,48.41428571428571,0.0,0.0,0.0,0.401,4.0,0.705
user_00872,contrerasjames@example.org,Joan,Gonzalez,38.0,Female,USA,New York,East Kenneth,Standard,2024-07-27,True,14.65,Gaming Console,2.0,2024-06-10 22:24:18.655964,553,325.6,59.416666666666664,4.0,67.0,0.14285714285714285,0.587358422293336,2.0,0.226
user_00873,swansonjennifer@example.com,Mary,Moore,36.0,Unknown,USA,Virginia,South Nicholas,Premium,2023-09-16,True,13.18,Tablet,4.0,2024-08-22 00:35:36.370711,868,269.2,52.385714285714286,2.0,33.5,0.0,0.38357142857142856,3.6,0.5694
user_00874,millereric@example.org,Robert,Perez,42.0,Female,Canada,Saskatchewan,Jenniferside,Standard,2025-03-30,True,23.49,Mobile,5.0,2025-01-27 04:14:05.754605,307,702.5,43.28,2.0,56.5,0.0,0.5793017912106703,3.5,0.5840000000000001
user_00875,ncoleman@example.com,Leslie,Howe,21.0,Female,USA,Massachusetts,South Kenneth,Premium+,2025-05-14,True,15.55,Desktop,2.0,2024-12-22 22:09:11.083521,262,312.6,41.144444444444446,0.0,0.0,0.09090909090909091,0.6847735414593956,0.0,0.0
user_00876,hallisabella@example.org,Ralph,Brown,35.0,Female,USA,Massachusetts,Port David,Premium,2024-02-10,True,25.95,Laptop,2.0,2023-04-24 16:20:49.711070,721,426.3,45.97777777777778,1.0,50.0,0.5,0.8165,4.0,0.991
user_00877,alicia14@example.com,Ana,Williams,44.0,Male,USA,Virginia,East Leah,Premium+,2024-09-05,True,2.11,Tablet,1.0,2024-02-21 14:30:06.821033,513,369.8,35.225,2.0,44.0,0.0,0.6054,4.0,0.722
user_00878,hendersoncynthia@example.org,Steven,Haney,53.0,Female,USA,Tennessee,North Kathytown,Premium,2025-03-04,False,32.52,Gaming Console,4.0,2022-11-02 17:02:02.031982,333,1052.1,32.62777777777777,3.0,67.66666666666667,0.0,0.5884,5.0,0.696
user_00879,millerjames@example.org,Kristen,Brown,50.0,Male,USA,Indiana,West Lawrence,Premium,2024-12-19,True,13.91,Desktop,2.0,2024-11-04 15:10:01.455482,408,1074.8000000000002,26.12222222222222,4.0,64.75,0.0,0.7556696520177839,4.0,0.934
user_00880,christopherhess@example.net,Justin,Hernandez,54.0,Male,USA,New Jersey,West Nicolaston,Basic,2023-12-27,False,38.33,Laptop,4.0,2024-05-20 15:19:44.396731,766,343.7,46.63333333333334,1.0,31.0,0.2,0.4703017912106703,4.0,0.578
user_00881,nina65@example.net,Christopher,Moreno,54.0,Male,USA,Illinois,Hartbury,Premium,2023-01-12,True,598.69,Laptop,2.0,2024-02-14 17:33:08.490750,1115,290.09999999999997,31.7,3.0,56.333333333333336,0.2,0.7528,5.0,0.748
user_00882,donna54@example.org,Jessica,Weber,28.0,Male,Canada,Saskatchewan,Clarkchester,Premium,2024-06-09,False,23.46,Smart TV,2.0,2024-11-26 08:49:47.957938,601,330.4,63.529999999999994,3.0,48.666666666666664,0.0,0.7363999999999999,3.0,0.57
user_00883,calebadams@example.org,Michelle,Davenport,44.0,Female,Canada,New Brunswick,West Connieview,Basic,2024-03-24,True,22.37,Mobile,5.0,2024-01-31 05:29:55.335907,678,934.6,56.086666666666666,4.0,47.0,0.0,0.6921999999999999,2.0,0.294
user_00884,nicholasgallagher@example.net,Ricardo,Moore,40.0,Female,USA,North Carolina,Lake Ricardo,Premium,2024-10-05,True,14.74,Gaming Console,1.0,2023-10-23 17:32:51.317972,483,550.1,50.010000000000005,0.0,0.0,0.0,0.5560636195066689,4.0,0.6375000000000001
user_00885,sanchezrobert@example.net,Micheal,Lewis,30.0,Male,USA,Massachusetts,Christopherton,Premium,2023-06-17,True,11.32,Laptop,2.0,2023-01-21 17:44:24.867078,959,437.0,46.875,4.0,41.0,0.0,0.6438772390133378,2.75,0.29125
user_00886,michelle02@example.com,Jennifer,Morgan,45.0,Male,Canada,New Brunswick,Jamestown,Premium,2023-12-29,True,17.2,Tablet,3.0,2023-10-27 14:54:49.745583,764,662.2,61.739999999999995,0.0,0.0,0.0,0.692625,3.0,0.5525
user_00887,william88@example.org,Jessica,Allen,50.0,Male,USA,Tennessee,Martinberg,Premium+,2024-05-31,True,26.62,Mobile,3.0,2024-08-10 05:35:09.017870,610,504.3,55.21111111111111,1.0,15.0,0.0,0.5837017912106702,3.0,0.1405
user_00888,robertsdanielle@example.com,James,Clark,11.0,Female,Canada,Newfoundland and Labrador,Port Alicia,Premium,2025-03-27,True,4.7,Smart TV,2.0,2023-10-09 13:45:17.595071,310,469.8,31.988888888888887,4.0,72.0,0.0,0.488,3.0,0.555
user_00889,lindadavis@example.net,Alicia,Stephens,31.0,Male,USA,Missouri,New Christopher,Standard,2024-01-23,True,14.42,Tablet,1.0,2023-10-20 19:56:47.260285,739,164.4,39.875,4.0,50.25,0.0,0.865,3.0,0.508
user_00890,benjaminrussell@example.org,Stephanie,Chang,31.0,Female,USA,Missouri,Davishaven,Standard,2024-12-02,True,1.84,Gaming Console,3.0,2022-08-14 18:20:08.041501,425,410.4,60.1125,4.0,58.75,0.0,0.5549999999999999,4.333333333333333,0.6829999999999999
user_00891,loriosborn@example.org,Matthew,Rodriguez,24.0,Female,USA,Michigan,East Haleymouth,Basic,2024-06-29,True,6.4,Desktop,7.0,2023-05-19 05:12:24.384575,581,257.4,29.22,2.0,66.0,0.3333333333333333,0.41850298535111713,5.0,0.8200000000000001
user_00892,hornerebecca@example.org,Peter,Anderson,35.0,Female,USA,Virginia,West Cassandraville,Standard,2022-11-29,True,13.53,Tablet,2.0,2023-04-07 12:46:39.686200,1159,272.09999999999997,69.87142857142858,3.0,35.0,0.0,0.5261272390133378,2.5,0.37
user_00893,bcooper@example.net,Katherine,Lee,35.0,Prefer not to say,USA,Massachusetts,New Carolyn,Premium,2022-10-21,True,7.67,Desktop,4.0,2023-05-31 09:57:41.708768,1198,385.9,56.36923076923077,0.0,0.0,0.42857142857142855,0.5268571428571429,3.6666666666666665,0.37200000000000005
user_00894,qjones@example.org,David,Shepard,28.0,Female,Canada,New Brunswick,Crystalmouth,Standard,2024-01-23,True,16.79,Gaming Console,3.0,2023-11-15 18:32:05.902474,739,540.9,53.160000000000004,2.0,58.0,0.0,0.5213333333333333,4.0,0.94
user_00895,wilsondavid@example.org,Sherry,Meyer,41.0,Unknown,Canada,Quebec,Peterland,Premium,2023-09-29,True,8.02,Mobile,4.0,2022-10-21 16:57:47.888678,855,513.0,32.0625,4.0,50.25,0.375,0.5882544780266757,2.0,0.1455
user_00896,cisneroskatrina@example.com,Michael,Hicks,22.0,Male,USA,Washington,Armstrongfort,Standard,2023-11-10,False,19.83,Mobile,2.0,2024-06-13 17:00:06.500054,813,795.9,52.70769230769231,2.0,95.5,0.25,0.7585,0.0,0.0
user_00897,kara01@example.org,Peggy,Leon,19.0,Female,USA,Georgia,West Kenneth,Premium,2025-03-04,True,29.72,Tablet,1.0,2023-10-23 12:42:35.392766,333,853.4000000000001,31.925,2.0,36.0,0.3333333333333333,0.5016666666666666,4.0,0.946
user_00898,deannamendez@example.org,Curtis,Hayes,12.0,Male,USA,Tennessee,New Michealshire,Basic,2024-12-29,True,13.53,Desktop,4.0,2024-04-23 02:37:55.512239,398,457.90000000000003,31.61111111111111,1.0,1.0,0.0,0.3913772390133379,0.0,0.0
user_00899,lbraun@example.org,Katelyn,Wang,24.0,Male,USA,Tennessee,Mariamouth,Standard,2025-04-02,True,13.53,Smart TV,5.0,2023-01-09 03:33:33.099313,304,736.7,46.06666666666667,3.0,69.33333333333333,0.0,0.5509999999999999,4.0,0.622
user_00900,kwalsh@example.org,Mark,Phillips,30.0,Female,Canada,Prince Edward Island,East Pamela,Premium+,2023-02-20,True,14.85,Gaming Console,2.0,2023-06-21 16:26:39.017212,1076,643.7,43.28461538461538,2.0,48.0,0.5,0.4335,4.333333333333333,0.395
user_00901,jpowell@example.org,Cindy,Branch,55.0,Male,Canada,Nova Scotia,South Danielle,Standard,2024-11-16,True,3.95,Mobile,1.0,2024-07-06 10:51:43.411010,441,365.1,46.771428571428565,2.0,37.0,0.0,0.5892499999999999,3.0,0.576
user_00902,kylehahn@example.net,Abigail,Nguyen,30.0,Male,USA,Georgia,New Dillon,Standard,2025-02-03,True,47.13,Mobile,4.0,2025-01-26 08:11:53.343997,362,625.7,37.14545454545455,1.0,56.0,0.0,0.405125,4.0,0.729
user_00903,hclay@example.org,Matthew,Sullivan,60.0,Male,USA,Virginia,South Donna,Premium+,2024-12-07,True,5.22,Mobile,6.0,2024-04-21 19:45:12.098368,420,311.6,27.400000000000002,1.0,18.0,0.0,0.42779999999999996,4.0,0.6036666666666667
user_00904,nmccoy@example.org,Lindsey,Powers,55.0,Prefer not to say,USA,Indiana,Port Allison,Premium,2025-07-11,False,8.49,Gaming Console,2.0,2023-05-06 02:46:49.729645,204,1260.0,57.61,3.0,58.333333333333336,0.0,0.7563333333333334,4.0,0.8480000000000001
user_00905,raymond23@example.net,Melissa,Garrett,26.0,Female,USA,New Jersey,Port Susanfort,Premium,2022-08-03,True,21.59,Tablet,2.0,2024-05-21 22:22:50.307267,1277,1112.2,32.577777777777776,2.0,77.0,0.16666666666666666,0.47033631868445047,4.333333333333333,0.851
user_00906,murillodarryl@example.com,Charles,Olsen,37.0,Female,USA,Indiana,North Sierrafurt,Standard,2024-06-02,False,7.14,Laptop,2.0,2022-10-29 20:13:16.540532,608,856.0,42.144444444444446,4.0,24.0,0.2,0.7158,0.0,0.0
user_00907,brian62@example.net,Monica,May,22.0,Female,Canada,Newfoundland and Labrador,Lake Michealview,Basic,2022-08-20,True,14.22,Laptop,3.0,2023-11-28 21:34:37.551824,1260,407.9,37.5125,2.0,46.5,0.4,0.6277017912106703,3.5,0.7715
user_00908,tmartin@example.com,Jessica,Powers,38.0,Male,USA,Florida,Andrewland,Basic,2024-10-04,True,11.45,Mobile,6.0,2025-05-10 05:34:56.977526,484,677.5,50.12307692307692,4.0,69.5,0.0,0.5067999999999999,3.3333333333333335,0.7036666666666666
user_00909,arianarandolph@example.org,Andrew,Jones,43.0,Female,USA,Florida,East Shawn,Premium,2025-05-25,True,2.7,Laptop,2.0,2023-08-30 04:56:06.328237,251,474.9,54.31111111111111,1.0,100.0,0.0,0.653,5.0,0.7725
user_00910,melvinwoodward@example.org,Amy,Marshall,31.0,Male,USA,California,Lake Craig,Premium,2022-08-02,True,94.09,Tablet,4.0,2023-03-30 21:24:22.729142,1278,612.8,35.93,2.0,14.5,0.0,0.0,3.0,0.385
user_00911,mandypetty@example.com,Taylor,Bennett,38.0,Female,USA,Florida,South Charles,Standard,2023-07-04,True,9.13,Laptop,1.0,2024-10-06 13:09:59.624593,942,494.5,50.38461538461539,2.0,50.0,0.0,0.37083333333333335,2.0,0.015
user_00912,brandon64@example.net,Teresa,Reynolds,35.0,Female,USA,Maryland,East Shannonview,Premium,2023-10-12,True,24.39,Gaming Console,2.0,2025-05-15 13:15:25.554635,842,434.9,48.077777777777776,6.0,46.5,0.0,0.611,4.0,0.84
user_00913,kcontreras@example.org,Alexis,Fowler,35.0,Male,USA,Georgia,North Courtney,Premium,2024-02-22,False,20.83,Gaming Console,1.0,2023-02-07 02:49:18.189921,709,648.0,39.108333333333334,2.0,90.0,0.0,0.42366666666666664,0.0,0.0
user_00914,rmueller@example.net,Jesus,Delacruz,28.0,Male,Canada,Saskatchewan,North Melanie,Premium,2024-03-19,True,5.44,Tablet,2.0,2023-10-24 14:09:48.552104,683,806.3,46.88666666666666,1.0,47.0,0.2,0.3736,0.0,0.0
user_00915,ashleycole@example.net,Trevor,Powell,29.0,Male,USA,Arizona,Mendozaton,Premium,2025-03-02,True,24.48,Laptop,6.0,2023-04-18 14:32:00.803757,335,518.3,56.733333333333334,3.0,59.0,0.2857142857142857,0.5419324097371506,5.0,0.0
user_00916,michellesmith@example.org,Amber,Hopkins,50.0,Female,Canada,Newfoundland and Labrador,East Crystal,Premium,2024-08-09,True,37.76,Mobile,3.0,2025-07-25 04:33:35.733132,540,847.8,51.43333333333334,2.0,65.5,0.5,0.5742499999999999,3.6666666666666665,0.5393333333333333
user_00917,watersamber@example.com,Gloria,Hudson,38.0,Other,USA,Pennsylvania,North Tina,Basic,2023-07-26,True,16.69,Tablet,2.0,2025-06-29 17:33:43.260978,920,1027.2,56.225,2.0,25.0,0.125,0.6839999999999999,4.0,0.603
user_00918,joe99@example.net,Krista,Benton,35.0,Unknown,USA,Texas,Port Markton,Standard,2024-07-27,True,19.38,Smart TV,2.0,2025-07-06 09:47:09.544063,553,493.9,45.21818181818182,3.0,38.333333333333336,0.0,0.5369017912106703,4.5,0.7245
user_00919,deborah49@example.com,Deborah,Reed,29.0,Female,USA,New Jersey,Lake Dianaland,Premium,2025-05-10,True,29.59,Mobile,7.0,2025-04-09 22:54:49.676355,266,1614.8999999999999,42.66470588235295,2.0,36.5,0.0,0.6832544780266757,2.3333333333333335,0.138
user_00920,mmyers@example.net,Anthony,Hill,21.0,Other,USA,Indiana,Lake Courtneymouth,Standard,2024-06-01,True,3.02,Desktop,2.0,2023-09-28 08:19:24.489079,609,450.6,44.53333333333333,4.0,60.5,0.0,0.4871666666666667,3.5,0.5635
user_00921,twagner@example.org,Luke,Snyder,35.0,Female,Canada,Quebec,Erintown,Premium,2024-07-07,True,31.78,Tablet,3.0,2023-09-11 00:59:52.108725,573,451.09999999999997,35.92,8.0,40.875,0.25,0.510313619506669,5.0,0.8005
user_00922,alvaradomindy@example.com,Jessica,Jennings,46.0,Male,Canada,Newfoundland and Labrador,Lake Davidview,Standard,2024-12-02,False,17.85,Laptop,4.0,2025-02-22 03:38:23.289935,425,917.5,43.54545454545455,6.0,73.33333333333333,0.2,0.3644,3.0,0.595
user_00923,ian86@example.com,James,Serrano,42.0,Male,USA,Virginia,Lake John,Basic,2024-08-20,True,6.84,Laptop,1.0,2024-12-15 04:19:04.500644,529,1095.5,56.13333333333333,2.0,23.0,0.0,0.5923333333333334,2.6666666666666665,0.3973333333333333
user_00924,amyvalenzuela@example.net,Matthew,Green,42.0,Female,Canada,Quebec,New Kathleen,Premium,2023-02-12,True,20.47,Desktop,4.0,2023-10-03 09:20:49.229654,1084,745.1999999999999,39.276923076923076,3.0,63.333333333333336,0.0,0.5365,0.0,0.0
user_00925,oshah@example.net,Matthew,Garcia,26.0,Female,USA,Virginia,Woodtown,Standard,2024-02-21,True,38.99,Smart TV,3.0,2025-06-08 12:59:12.401709,710,434.2,38.84444444444445,3.0,73.0,0.42857142857142855,0.5242882731581004,4.0,0.692
user_00926,bishopkatelyn@example.net,Mallory,Smith,32.0,Female,USA,Ohio,Lake Patriciashire,Standard,2025-05-13,False,17.91,Smart TV,4.0,2025-04-30 10:15:40.223247,263,1356.4,53.6,1.0,80.0,0.3333333333333333,0.598,3.0,0.58
user_00927,brandonboyd@example.net,Brandi,Leon,35.0,Male,USA,Indiana,Jasonport,Basic,2023-07-24,True,4.97,Mobile,1.0,2022-11-28 21:14:42.901690,922,431.9,33.04,4.0,38.25,0.4,0.5558,4.0,0.882
user_00928,danieldaniel@example.com,Lisa,Luna,18.0,Female,USA,Indiana,Port Ronald,Basic,2022-09-21,True,15.08,Mobile,2.0,2025-06-11 23:54:57.294638,1228,491.8,70.82222222222222,0.0,0.0,0.0,0.598,3.5,0.64925
user_00929,campbellkayla@example.org,Kimberly,Bryant,35.0,Female,Canada,British Columbia,Hoffmanberg,Basic,2022-08-09,True,17.85,Smart TV,7.0,2022-12-23 06:26:43.591403,1271,448.5,39.1,1.0,46.0,0.2,0.3794,4.0,0.609
user_00930,imartin@example.com,Robert,Shields,50.0,Female,USA,Tennessee,Ryanview,Basic,2025-03-04,True,10.87,Smart TV,2.0,2024-01-24 22:40:27.480635,333,426.2,35.663636363636364,1.0,54.0,0.16666666666666666,0.5594181593422253,2.6666666666666665,0.428
user_00931,tonya48@example.net,Jessica,Oconnell,25.0,Male,USA,Wisconsin,Gregoryberg,Standard,2025-06-16,True,19.69,Laptop,7.0,2025-06-28 07:50:42.478875,229,586.1,54.61538461538461,3.0,46.0,0.3333333333333333,0.5546666666666666,2.0,0.353
user_00932,anthony00@example.org,Laurie,Fowler,7.0,Female,Canada,Manitoba,East Davidville,Standard,2025-03-10,True,9.06,Desktop,2.0,2023-03-19 08:34:15.538574,327,748.0,54.089999999999996,1.0,11.0,0.0,0.5715999999999999,0.0,0.0
user_00933,timothy83@example.net,Angela,Fleming,27.0,Male,USA,Indiana,Justinhaven,Standard,2023-09-28,True,46.0,Desktop,5.0,2023-01-07 22:24:15.173496,856,137.1,44.56,1.0,51.0,0.0,0.42960000000000004,4.0,0.677
user_00934,ocole@example.com,Dawn,Burgess,58.0,Female,USA,Tennessee,Meghanburgh,Standard,2023-06-13,False,10.01,Tablet,1.0,2024-03-01 05:31:47.207929,963,420.9,46.766666666666666,2.0,66.5,0.0,0.5409999999999999,4.0,0.823
user_00935,mclaughlinjames@example.org,James,Johns,24.0,Unknown,USA,Massachusetts,Claireton,Premium,2024-10-19,True,18.8,Gaming Console,1.0,2024-02-23 09:30:42.769571,469,344.5,46.81666666666666,5.0,50.8,0.0,0.3411696520177838,3.8,0.6546000000000001
user_00936,tracy38@example.com,Andrew,Wang,18.0,Female,USA,Georgia,Lake Stephenburgh,Basic,2024-01-10,True,25.62,Smart TV,2.0,2023-05-15 07:56:38.036557,752,583.8,56.958333333333336,1.0,10.0,0.0,0.6061428571428572,2.0,0.312
user_00937,timothy62@example.net,Mark,Dixon,62.0,Male,USA,Ohio,Yoderside,Premium+,2024-10-09,False,7.36,Gaming Console,2.0,2022-09-30 05:59:06.140325,479,196.4,27.620000000000005,2.0,28.0,0.0,0.6745017912106703,2.0,0.357
user_00938,phorne@example.com,Bryan,Gonzalez,36.0,Male,USA,Maryland,Port Sara,Premium+,2023-02-17,True,8.82,Smart TV,2.0,2024-04-25 21:58:05.831415,1079,422.8,44.35833333333333,1.0,36.0,0.0,0.583,3.0,0.48
user_00939,gkeith@example.net,Lauren,Bowman,19.0,Male,USA,Michigan,East Peggy,Standard,2024-07-18,True,24.24,Tablet,2.0,2024-12-14 23:29:41.785260,562,708.1,45.15714285714286,3.0,42.666666666666664,0.125,0.521,0.0,0.0
user_00940,angela44@example.com,Tracy,Mclaughlin,47.0,Male,USA,Washington,East Lindsey,Standard,2023-04-29,True,9.59,Tablet,1.0,2024-04-19 18:35:20.499487,1008,531.2,38.90909090909091,0.0,0.0,0.0,0.676142857142857,3.5,0.618
user_00941,becky79@example.net,Henry,Munoz,30.0,Male,USA,Ohio,East Ashleymouth,Basic,2023-01-26,True,1.24,Mobile,4.0,2023-04-30 03:41:31.128465,1101,388.6,41.74285714285714,2.0,41.5,0.0,0.6783584222933359,3.5,0.329
user_00942,nhiggins@example.com,Devon,Anderson,52.0,Female,USA,California,East Laurafurt,Basic,2024-03-24,True,32.06,Desktop,5.0,2022-09-13 07:58:19.532395,678,455.0,55.146153846153844,2.0,45.5,0.2222222222222222,0.42300199023407814,5.0,0.609
user_00943,kathleen79@example.net,April,Bailey,39.0,Male,Canada,Ontario,Elizabethstad,Standard,2023-04-18,True,44.55,Smart TV,4.0,2025-05-11 20:20:10.354527,1019,1213.1000000000001,49.809090909090905,2.0,27.5,0.5,0.33675,3.0,0.4033333333333333
user_00944,andrespence@example.org,Deanna,Rodriguez,30.0,Female,USA,New Jersey,Maryburgh,Standard,2025-03-14,True,8.95,Gaming Console,1.0,2022-08-28 02:20:15.477175,323,225.8,50.228571428571435,3.0,55.0,0.2,0.5974,3.6666666666666665,0.5446666666666666
user_00945,kimberlyblair@example.net,Elizabeth,Turner,21.0,Male,USA,Tennessee,Desireehaven,Premium+,2022-10-03,True,14.98,Gaming Console,2.0,2025-04-27 23:43:28.703679,1216,732.2,52.276923076923076,2.0,46.5,0.25,0.61775,3.6666666666666665,0.528
user_00946,rmiller@example.net,Christopher,Thomas,17.0,Female,Canada,Prince Edward Island,Lake Edward,Premium,2023-01-21,True,10.53,Desktop,2.0,2023-10-26 10:30:35.214253,1106,451.1,21.077777777777776,4.0,30.5,0.0,0.7181696520177838,3.0,0.0
user_00947,wilsonkelsey@example.net,Darren,Powell,36.0,Female,USA,Washington,North David,Standard,2023-12-04,True,24.8,Mobile,1.0,2024-07-28 03:04:02.807245,789,1133.6,28.513333333333332,0.0,0.0,0.0,0.542,4.0,0.856
user_00948,jamesdean@example.net,Benjamin,Reynolds,46.0,Male,USA,Ohio,New Alexander,Premium+,2023-12-14,True,27.51,Smart TV,4.0,2024-12-01 01:26:32.299310,779,710.9,58.15,1.0,87.0,0.1111111111111111,0.6281676617837058,4.0,0.746
user_00949,kathycampbell@example.org,Justin,Garrett,15.0,Female,USA,Ohio,Michelleshire,Premium+,2025-07-13,True,8.26,Tablet,3.0,2024-05-17 11:22:20.183551,202,566.6,47.91538461538461,4.0,61.0,0.2857142857142857,0.4647869937219074,4.0,0.882
user_00950,andremorrow@example.org,Virginia,Griffith,35.0,Female,Canada,Alberta,Port Sarahshire,Basic,2022-12-20,True,9.92,Tablet,4.0,2025-01-21 09:20:07.632554,1138,553.2,27.6,1.0,43.0,0.14285714285714285,0.4905012794361931,0.0,0.0
user_00951,tanyawilson@example.com,Rodney,Dunn,30.0,Female,Canada,Prince Edward Island,Parkerberg,Standard,2025-02-14,True,12.84,Gaming Console,1.0,2025-05-30 16:54:52.333213,351,514.4,50.06666666666667,2.0,26.5,0.0,0.6727544780266758,3.0,0.542
user_00952,thomastimothy@example.org,David,Mendoza,64.0,Male,USA,Florida,Bruceton,Standard,2024-09-27,True,23.95,Mobile,3.0,2023-11-18 13:39:19.081489,491,493.40000000000003,50.6,1.0,63.0,0.0,0.47343113030095757,3.3333333333333335,0.641
user_00953,iperez@example.com,Matthew,Benton,33.0,Male,Canada,Prince Edward Island,East Jacquelineport,Premium,2023-05-02,True,16.38,Smart TV,4.0,2022-08-21 13:04:05.912446,1005,529.5,61.98181818181818,1.0,99.0,0.0,0.5532857142857143,0.0,0.0
